348	167	11	29
342	172	21	16
337	169	23	19
340	168	19	21
334	167	21	20
334	165	19	20
331	162	19	21
328	161	23	22
328	161	18	18
325	160	19	17
324	156	12	24
323	160	20	15
321	159	22	19
319	157	21	16
317	158	18	14
316	152	19	22
315	150	18	24
311	148	21	18
311	147	11	24
309	146	11	23
308	145	10	23
307	146	15	17
304	141	11	24
304	140	16	24
302	141	11	23
300	141	10	18
298	140	12	20
296	139	15	24
295	137	17	24
294	138	18	22
292	136	17	21
291	137	17	22
289	134	14	25
292	133	15	20
288	132	15	23
283	131	14	25
283	128	18	25
283	130	18	20
279	129	13	23
278	128	10	23
282	129	12	22
277	127	16	19
273	126	10	19
272	126	13	21
271	123	17	23
268	122	14	21
271	123	13	20
271	122	11	22
264	120	11	19
262	121	11	20
271	119	10	17
270	119	10	18
255	115	20	25
256	117	13	22
255	117	10	23
254	116	10	18
253	117	10	20
252	113	19	22
253	113	15	20
255	113	13	20
257	112	10	22
256	114	10	18
254	113	10	21
246	107	12	25
244	103	12	25
245	102	16	26
245	102	15	28
241	102	17	26
240	102	17	26
239	103	11	24
241	102	16	24
237	102	16	23
235	103	14	22
240	102	16	22
237	102	19	21
235	102	19	20
231	103	17	16
232	100	20	21
230	101	19	13
229	100	20	16
228	100	20	15
227	99	19	18
226	99	21	16
225	98	23	18
228	98	18	21
226	98	18	19
226	96	15	14
223	91	16	22
221	89	17	25
222	96	17	16
223	92	15	20
219	94	15	16
219	94	16	16
217	93	15	16
215	93	16	17
214	92	16	16
213	93	14	15
213	92	15	14
212	91	15	14
210	90	15	14
210	90	15	15
209	90	13	14
208	88	13	15
206	89	14	14
206	88	13	13
206	88	13	11
204	87	14	12
203	86	13	12
203	86	13	15
201	86	13	11
200	84	13	13
198	84	13	14
198	83	14	13
196	82	13	13
197	83	11	12
197	83	11	12
195	82	13	12
188	71	24	24
193	80	13	13
192	75	18	23
189	73	23	25
191	98	16	18
184	94	17	15
181	92	16	19
176	89	15	12
171	86	14	10
167	86	14	10
164	83	12	10
158	79	11	11
155	78	10	11
150	74	10	12
149	71	10	15
146	67	10	18
142	66	10	16
141	64	10	15
138	62	10	15
136	64	10	10
134	55	10	15
131	54	12	15
129	52	12	14
126	51	11	13
123	49	12	11
114	37	31	26
126	14	24	17
128	13	22	16
127	14	21	16
127	13	22	17
128	13	22	17
128	13	22	17
128	14	21	16
128	14	20	16
127	14	22	16
128	14	21	16
128	14	19	15
127	13	22	17
127	13	21	18
128	13	21	17
128	14	20	16
127	13	23	16
128	14	22	16
128	14	23	16
126	14	24	16
128	14	22	16
129	14	21	16
127	14	21	16
127	14	22	16
127	13	22	17
