348	167	11	29
342	172	21	16
337	169	23	19
340	168	19	21
334	167	21	20
334	165	19	20
331	162	19	21
328	161	23	22
328	161	18	18
325	160	19	17
324	156	12	24
323	160	20	15
321	159	22	19
319	157	21	16
317	158	18	14
316	152	19	22
315	150	18	24
311	148	21	18
311	147	11	24
309	146	11	23
308	145	10	23
307	146	15	17
304	141	11	24
304	140	16	24
302	141	11	23
300	141	10	18
298	140	12	20
296	139	15	24
295	137	17	24
294	138	18	22
292	136	17	21
291	137	17	22
289	134	14	25
292	133	15	20
288	132	15	23
283	131	14	25
283	128	18	26
283	130	18	20
279	129	11	22
277	129	10	23
276	128	10	21
278	127	15	18
272	124	10	19
272	125	16	20
270	124	17	23
269	123	13	20
275	124	10	18
252	104	35	25
262	117	18	28
262	120	12	21
272	119	10	17
270	119	10	17
256	116	18	24
263	118	12	22
261	112	14	27
255	114	10	21
254	114	11	22
251	107	25	30
246	103	22	35
246	103	21	32
215	93	61	61
146	71	154	139
131	146	138	149
44	91	275	204
47	103	211	183
40	79	253	216
52	95	238	194
47	87	247	208
39	96	248	195
40	82	251	210
41	94	248	197
42	89	246	202
42	92	249	200
40	87	241	199
36	83	248	205
35	88	256	202
40	84	237	203
40	92	246	198
39	87	243	204
35	86	250	203
46	97	235	191
23	63	276	232
23	97	255	186
18	73	156	185
43	109	112	144
40	108	108	101
119	92	85	57
221	90	21	28
221	89	17	25
221	96	17	16
223	93	15	19
219	94	16	16
220	94	15	16
216	93	17	17
216	92	16	17
214	92	17	16
214	93	15	15
212	92	15	13
212	91	15	14
210	90	14	14
210	89	15	15
208	90	12	13
207	88	13	14
206	88	14	14
206	88	13	13
206	88	12	11
205	86	13	12
203	86	13	12
203	85	12	14
200	86	13	11
200	84	12	13
197	84	13	13
198	83	13	12
196	82	14	13
197	83	11	12
198	83	11	12
194	82	13	12
185	67	28	29
192	79	14	14
193	75	17	21
187	70	36	38
189	97	17	19
184	95	16	14
181	91	16	19
176	89	15	12
171	86	17	12
167	85	14	11
163	82	12	10
157	79	12	12
155	78	10	11
151	74	10	12
148	72	10	15
146	68	10	17
142	66	10	16
141	64	10	15
139	62	10	15
136	64	10	10
133	55	10	15
131	54	12	15
129	52	12	14
126	51	11	12
123	49	12	11
116	41	26	22
126	14	24	17
127	13	22	16
127	14	22	16
127	14	22	17
127	14	22	16
128	14	21	17
128	14	21	16
128	14	21	16
127	13	22	16
127	13	21	16
127	13	23	16
128	14	22	16
128	13	21	17
127	14	21	16
128	14	22	16
128	14	23	16
128	13	23	17
129	14	23	16
127	14	23	16
128	14	22	17
128	14	24	16
129	14	21	15
128	14	23	16
128	14	22	17
