205	170	44	46
205	170	44	45
202	170	43	44
200	170	42	44
200	170	42	43
201	170	42	43
200	170	41	43
199	170	41	43
198	170	39	42
197	170	40	42
196	171	39	41
196	170	39	41
195	171	38	40
195	171	38	40
194	171	37	40
194	171	37	40
194	171	37	40
193	171	36	39
193	172	36	39
192	171	35	38
193	172	34	38
192	171	34	38
192	172	34	38
191	172	33	37
191	172	33	37
191	172	32	37
191	172	32	37
191	172	32	36
190	172	31	36
190	172	32	36
190	173	31	35
190	171	31	36
190	172	30	35
190	172	30	35
190	172	29	34
191	173	29	35
190	172	28	34
191	172	28	34
190	173	28	34
190	173	28	34
191	172	28	34
191	172	28	33
191	173	28	33
191	172	27	33
190	173	28	33
190	172	27	33
190	173	27	33
191	173	27	32
190	173	27	32
191	173	27	31
192	174	27	32
191	173	27	31
191	174	27	31
191	173	26	31
191	173	27	30
191	173	27	30
191	174	27	30
191	173	27	30
193	174	27	30
192	173	27	30
193	173	26	30
193	173	26	30
194	174	26	30
194	174	26	29
196	174	25	29
195	174	26	29
196	174	25	29
196	174	25	29
197	174	25	28
197	174	25	28
197	174	25	28
198	174	25	28
197	174	25	28
199	174	25	28
199	174	25	27
200	174	25	27
200	175	25	27
200	174	25	27
201	174	25	27
202	175	24	26
202	174	24	27
203	175	24	26
203	174	24	26
203	174	24	26
203	175	24	26
203	175	24	26
203	174	25	26
204	175	25	26
206	175	24	25
206	175	23	25
206	174	24	25
207	174	24	25
206	175	24	25
209	174	24	25
210	175	23	25
209	175	23	25
209	175	23	25
210	175	23	25
210	175	23	24
212	175	22	25
211	175	22	25
213	175	22	24
213	175	23	24
214	175	23	24
214	175	22	24
215	175	22	24
215	175	22	24
215	175	22	24
217	175	22	23
216	175	22	24
218	175	21	23
218	175	22	23
220	175	21	23
219	175	21	23
220	175	21	23
220	175	22	23
222	175	21	22
221	176	21	23
223	175	21	22
222	175	22	22
223	175	21	22
223	175	22	22
223	175	21	22
225	176	21	22
226	176	20	22
225	175	21	22
226	176	21	22
227	175	20	21
226	176	21	21
229	176	20	21
229	176	21	21
229	176	21	21
229	175	21	21
230	176	21	21
232	175	20	21
232	176	20	21
231	175	20	21
232	175	20	21
233	175	19	21
232	175	20	21
234	176	19	21
234	176	19	21
234	176	21	20
234	176	21	20
234	176	21	20
235	176	21	20
238	177	19	19
236	176	20	20
238	176	19	20
239	176	18	19
237	177	20	20
240	176	18	19
239	176	18	19
240	177	18	19
240	177	18	19
242	176	17	18
243	176	17	18
242	177	18	19
242	176	17	19
242	176	18	19
243	176	18	19
243	177	18	19
243	177	18	19
244	176	19	19
242	176	20	19
243	176	19	19
245	176	18	19
245	176	18	19
246	176	18	19
246	176	18	19
247	176	17	19
247	176	18	18
247	177	18	18
248	177	17	18
249	177	17	18
248	176	18	18
248	176	18	19
248	176	18	18
248	177	18	18
250	177	17	18
250	177	17	18
251	177	16	17
252	177	16	17
251	178	18	16
251	178	17	16
252	177	17	17
252	177	17	17
253	177	16	17
253	177	16	17
254	177	16	17
