66	28	31	35
65	28	32	35
65	29	34	35
65	29	36	37
65	29	35	37
65	29	37	39
65	29	37	39
65	29	37	39
66	29	39	41
65	30	42	43
65	29	42	43
67	31	43	45
71	33	39	44
67	31	44	45
78	40	35	39
79	43	36	38
80	43	36	38
80	44	36	38
82	45	36	39
82	45	37	39
84	47	38	39
85	48	38	39
86	50	39	40
88	50	38	40
89	52	40	41
90	53	40	42
91	53	40	41
91	55	41	41
93	56	41	43
95	56	41	43
95	58	42	44
97	59	43	45
98	60	43	44
99	61	44	45
102	63	44	45
102	63	44	45
101	64	44	44
105	64	45	48
105	66	45	46
108	69	46	49
111	71	48	50
112	72	48	49
113	73	48	51
115	75	49	52
118	76	50	53
118	78	51	53
119	78	50	52
119	78	50	52
121	80	52	56
124	84	53	56
126	85	54	56
128	87	55	58
129	89	55	57
132	91	57	60
132	91	56	57
134	95	64	61
134	96	62	60
136	97	65	60
134	98	69	57
132	100	74	52
134	101	76	56
172	118	42	38
177	130	40	31
172	130	48	32
175	131	46	32
180	130	48	41
179	137	54	41
160	120	75	61
165	121	73	60
167	124	76	66
188	136	62	73
174	130	77	80
179	133	78	81
217	160	42	58
224	168	40	57
223	166	46	62
232	177	46	56
237	185	47	55
240	188	50	57
240	192	55	58
239	196	61	59
242	201	66	60
239	204	74	63
235	190	84	84
233	182	91	98
