191	21	19	41
189	24	23	31
188	26	23	29
187	23	25	32
189	25	22	32
188	24	25	30
188	25	25	28
186	24	26	30
186	24	25	32
189	26	24	29
187	24	25	31
188	25	24	31
186	22	29	35
188	26	22	31
187	24	25	32
189	24	23	31
189	25	24	30
190	26	25	30
190	26	28	30
189	23	28	33
185	21	31	37
175	20	42	42
182	23	31	36
185	24	25	31
184	26	28	29
185	27	27	29
185	27	26	30
159	17	60	43
111	42	24	37
111	41	23	29
110	38	22	32
107	37	23	36
107	37	24	26
106	38	24	25
107	37	24	26
108	35	21	23
110	35	21	21
111	33	21	22
113	34	22	20
113	33	22	24
112	33	22	22
113	32	23	23
115	31	22	20
115	32	23	22
116	32	25	21
116	30	25	22
119	29	24	19
120	29	24	19
122	28	23	19
123	30	25	18
125	29	27	20
124	27	22	19
125	27	23	21
125	28	25	20
124	28	22	20
124	27	23	22
124	26	29	26
120	17	54	40
120	12	41	46
110	12	58	47
106	18	59	47
100	1	72	72
37	9	180	105
0	35	84	242
0	5	132	281
0	11	83	271
0	35	85	243
0	3	108	276
1	16	78	261
0	22	109	265
2	30	78	248
2	0	217	295
236	11	159	249
242	20	151	238
241	20	156	243
240	16	156	242
241	20	154	239
240	17	153	243
241	20	156	240
242	20	154	241
239	19	157	242
242	20	152	241
238	15	157	244
242	20	151	238
239	17	156	242
241	19	151	240
243	19	153	244
238	17	158	245
244	21	150	238
235	15	158	246
241	19	153	237
243	21	154	243
240	19	157	243
240	19	153	241
238	14	157	244
240	18	153	240
236	17	159	245
243	20	150	238
240	20	157	243
241	19	154	238
241	20	151	242
241	19	155	240
243	21	152	239
240	16	154	244
242	19	152	240
240	17	153	245
238	17	156	242
239	20	154	239
237	13	158	245
238	19	155	239
240	20	155	242
239	12	157	247
242	20	151	241
240	19	153	243
240	14	157	243
239	19	155	242
240	21	154	238
236	16	156	243
240	21	152	238
238	16	156	244
240	19	152	240
241	15	155	246
243	21	153	237
231	19	162	243
240	19	153	238
237	21	158	242
244	19	153	239
242	20	152	243
238	17	157	242
240	20	152	239
226	15	167	247
239	19	155	238
236	16	156	246
243	21	150	238
236	17	158	243
240	20	151	237
238	16	159	248
244	21	149	236
240	17	156	246
241	21	154	239
236	19	158	240
244	20	152	240
235	19	160	243
244	20	148	237
240	20	158	241
242	21	153	238
236	16	159	246
242	20	151	238
238	18	159	243
243	22	152	239
230	18	164	246
229	21	161	237
238	21	156	236
220	19	168	238
236	20	160	237
239	21	154	235
236	16	159	247
234	19	154	238
230	18	160	245
229	20	159	236
216	20	173	239
181	19	200	238
224	18	169	237
234	19	160	241
239	21	153	237
198	16	191	246
214	15	178	242
234	20	161	238
209	21	178	237
237	19	158	239
221	23	168	236
226	19	168	238
239	21	154	238
216	21	173	240
215	19	173	237
233	19	162	236
228	20	159	240
237	21	156	237
241	21	153	240
234	19	159	240
230	21	158	238
240	22	154	237
243	20	154	241
235	18	160	245
245	21	147	236
242	20	154	242
230	21	164	240
230	21	162	236
233	21	159	235
230	21	161	240
236	20	158	238
205	22	183	240
195	15	199	238
190	14	196	242
224	12	172	243
234	19	160	240
228	22	158	236
201	20	185	238
173	17	217	236
236	13	162	243
