288	224	52	37
283	220	49	35
276	212	48	34
272	209	47	35
265	205	46	33
262	201	45	33
256	197	44	33
253	194	43	32
246	189	42	30
243	186	41	31
237	181	41	30
234	179	40	29
229	175	39	28
226	172	38	29
219	168	38	27
217	166	37	28
211	161	36	26
209	158	35	26
206	156	35	26
201	153	34	24
195	149	34	24
193	147	33	24
191	145	33	24
188	142	32	24
185	141	31	22
181	138	31	22
179	136	30	21
174	133	29	21
173	131	29	22
169	128	28	21
168	126	28	21
163	124	27	20
162	122	27	20
158	119	26	21
156	118	26	20
153	116	26	18
152	113	25	18
149	112	25	19
147	110	24	18
145	108	24	18
138	107	32	19
140	105	28	17
137	102	23	18
136	102	23	16
134	99	23	16
132	98	22	17
131	97	22	16
128	94	22	16
127	94	21	16
126	91	21	16
124	90	21	16
121	89	20	16
120	88	20	16
117	86	20	16
117	85	20	14
115	84	20	15
114	82	20	15
112	81	19	15
112	80	19	14
110	78	19	15
109	78	19	14
107	76	19	14
106	75	19	14
103	73	19	14
102	73	18	14
102	72	18	13
100	70	18	13
99	70	18	13
97	67	18	14
96	68	18	13
95	66	17	14
94	66	17	13
93	64	18	14
91	63	17	13
89	62	17	13
89	61	17	13
88	60	16	13
86	58	17	14
85	57	16	13
83	55	16	14
83	55	16	14
81	56	16	12
80	55	15	11
79	55	16	11
77	54	16	11
76	53	15	11
75	52	15	11
67	50	23	12
74	50	15	11
72	48	16	11
71	49	17	12
67	47	19	14
67	46	17	15
67	46	15	12
67	44	14	11
66	44	14	10
65	43	14	10
65	42	14	10
64	41	14	10
63	41	14	11
61	40	14	10
61	40	14	10
60	38	14	11
59	37	13	10
58	36	13	11
57	35	13	11
56	35	13	11
55	34	13	11
55	33	13	11
54	30	13	14
